ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300058.SZ,20260605,16.16,16.35,15.38,15.49,15.91,-0.42,-2.6398,2771440.67,4359219.804
300058.SZ,20260604,16.2,16.22,15.72,15.91,16.55,-0.64,-3.8671,2790035.21,4448873.04
300058.SZ,20260603,16.65,16.99,16.04,16.55,17.09,-0.54,-3.1597,3490172.14,5800863.242
300058.SZ,20260602,17.72,17.73,16.66,17.09,17.96,-0.87,-4.8441,4493807.14,7651277.848
300058.SZ,20260601,16.83,18.3,16.65,17.96,16.7,1.26,7.5449,6019376.7,10585034.865
300058.SZ,20260529,16.7,17.31,16.46,16.7,16.16,0.54,3.3416,4773214.46,8079931.582
300058.SZ,20260528,15.71,16.35,15.41,16.16,15.77,0.39,2.4731,3048816.66,4850963.94
300058.SZ,20260527,16.35,16.65,15.74,15.77,16.25,-0.48,-2.9538,2936261.17,4747960.043
300058.SZ,20260526,16.43,16.45,15.76,16.25,16.78,-0.53,-3.1585,3491017.5,5593642.636
300058.SZ,20260525,17.46,17.66,16.66,16.78,17.11,-0.33,-1.9287,3061600.24,5189168.136
300058.SZ,20260522,17.2,17.5,16.76,17.11,17.63,-0.52,-2.9495,3346293.07,5707313.193
300058.SZ,20260521,17.8,18.55,17.34,17.63,17.69,-0.06,-0.3392,4140823.06,7466207.324
300058.SZ,20260520,18.25,18.44,17.5,17.69,18.6,-0.91,-4.8925,3853419.42,6844813.083
300058.SZ,20260519,17.73,19.0,17.53,18.6,17.9,0.7,3.9106,5026038.99,9327616.524
300058.SZ,20260518,17.19,18.39,17.09,17.9,17.66,0.24,1.359,3369230.4,6013495.538
300058.SZ,20260515,17.5,18.49,17.5,17.66,17.35,0.31,1.7867,4158805.1,7466086.689
300058.SZ,20260514,19.25,19.39,17.31,17.35,18.84,-1.49,-7.9087,4656847.9,8443441.874
300058.SZ,20260513,18.01,18.98,17.61,18.84,18.21,0.63,3.4596,4546204.18,8395126.508
300058.SZ,20260512,18.62,18.88,18.01,18.21,18.93,-0.72,-3.8035,4451270.75,8166800.939
300058.SZ,20260511,18.88,19.65,18.59,18.93,18.69,0.24,1.2841,6033782.88,11530644.67
300058.SZ,20260508,19.7,19.88,18.57,18.69,19.3,-0.61,-3.1606,7002144.4,13441260.527
300058.SZ,20260507,18.13,19.85,17.92,19.3,18.05,1.25,6.9252,7643619.31,14364920.52
300058.SZ,20260506,17.7,18.31,17.7,18.05,17.12,0.93,5.4322,4642223.52,8390855.291
300058.SZ,20260430,17.22,17.58,17.02,17.12,17.39,-0.27,-1.5526,2882464.21,4950541.998
300058.SZ,20260429,16.88,17.71,16.8,17.39,16.69,0.7,4.1941,4321724.78,7509898.838
300058.SZ,20260428,17.02,17.24,16.56,16.69,17.27,-0.58,-3.3584,3447446.06,5786256.816
300058.SZ,20260427,17.41,17.67,17.18,17.27,17.4,-0.13,-0.7471,3803359.91,6607137.196
300058.SZ,20260424,18.08,18.37,17.25,17.4,19.0,-1.6,-8.4211,6485773.14,11426872.866
300058.SZ,20260423,19.4,20.41,18.86,19.0,19.24,-0.24,-1.2474,7239183.04,14193857.927
300058.SZ,20260422,18.7,19.56,18.46,19.24,18.79,0.45,2.3949,5798509.06,11012353.827
300058.SZ,20260421,19.12,19.65,18.62,18.79,19.53,-0.74,-3.789,5671758.54,10759340.982
300058.SZ,20260420,17.93,20.69,17.65,19.53,18.0,1.53,8.5,7922450.79,15240968.143
300058.SZ,20260417,16.96,18.22,16.74,18.0,17.2,0.8,4.6512,7392313.21,13022534.768
300058.SZ,20260416,16.85,17.73,16.82,17.2,16.43,0.77,4.6865,6067500.64,10475913.806
300058.SZ,20260415,17.13,17.4,16.31,16.43,17.27,-0.84,-4.8639,5033501.43,8407188.186
300058.SZ,20260414,16.93,17.48,16.8,17.27,16.54,0.73,4.4135,6584451.9,11321812.778
300058.SZ,20260413,16.16,16.97,16.0,16.54,16.49,0.05,0.3032,4381318.32,7227952.307
300058.SZ,20260410,16.67,17.09,16.44,16.49,16.66,-0.17,-1.0204,5474690.94,9122789.752
300058.SZ,20260409,16.4,16.95,16.14,16.66,16.31,0.35,2.1459,8650742.68,14282218.55
300058.SZ,20260408,14.16,16.31,14.16,16.31,13.59,2.72,20.0147,5841316.39,9033534.772
300058.SZ,20260407,13.58,13.85,13.34,13.59,13.37,0.22,1.6455,1730469.34,2354572.292
300058.SZ,20260403,13.97,14.02,13.31,13.37,13.86,-0.49,-3.5354,2173656.69,2945225.959
300058.SZ,20260402,14.4,14.4,13.77,13.86,14.59,-0.73,-5.0034,2926647.42,4086455.934
300058.SZ,20260401,15.15,15.23,14.33,14.59,14.8,-0.21,-1.4189,3910414.62,5728273.61
300058.SZ,20260331,14.34,15.26,14.33,14.8,14.4,0.4,2.7778,4858636.49,7224634.1
300058.SZ,20260330,14.04,14.4,13.92,14.4,14.26,0.14,0.9818,1528623.4,2168899.168
300058.SZ,20260327,13.85,14.49,13.85,14.26,14.06,0.2,1.4225,1910188.1,2722545.601
300058.SZ,20260326,14.34,14.63,13.95,14.06,14.41,-0.35,-2.4289,1514506.07,2150314.294
300058.SZ,20260325,13.98,14.62,13.98,14.41,13.92,0.49,3.5201,2257591.7,3245396.803
300058.SZ,20260324,13.96,14.03,13.5,13.92,13.62,0.3,2.2026,1967897.44,2705321.242
300058.SZ,20260323,14.29,14.4,13.5,13.62,14.51,-0.89,-6.1337,2400766.81,3346880.009
300058.SZ,20260320,15.09,15.15,14.5,14.51,14.97,-0.46,-3.0728,1908969.49,2814140.4
300058.SZ,20260319,15.14,15.22,14.9,14.97,15.48,-0.51,-3.2946,2058232.72,3095143.712
300058.SZ,20260318,15.48,15.57,15.14,15.48,15.18,0.3,1.9763,1987799.29,3046412.101
300058.SZ,20260317,15.48,15.98,15.17,15.18,15.4,-0.22,-1.4286,2715038.53,4224598.801
300058.SZ,20260316,14.96,15.48,14.79,15.4,14.98,0.42,2.8037,2933915.84,4451566.12
300058.SZ,20260313,15.66,15.71,14.93,14.98,15.66,-0.68,-4.3423,2817392.28,4282456.877
300058.SZ,20260312,16.2,16.3,15.57,15.66,16.21,-0.55,-3.393,3106116.51,4916448.659
300058.SZ,20260311,16.85,16.92,16.19,16.21,16.9,-0.69,-4.0828,3265268.68,5368383.798
300058.SZ,20260310,17.0,17.73,16.67,16.9,16.77,0.13,0.7752,4282299.98,7297159.644
300058.SZ,20260309,16.0,16.82,15.89,16.77,16.51,0.26,1.5748,2974123.65,4875079.467
300058.SZ,20260306,16.51,16.7,16.39,16.51,16.64,-0.13,-0.7813,1969133.99,3255948.64
300058.SZ,20260305,16.78,16.85,16.39,16.64,16.33,0.31,1.8983,2681656.45,4449952.513
