ts_code,trade_date,open,high,low,close,pre_close,pct_chg,vol,amount
002409.SZ,20170103,24.89,24.9,24.08,24.15,24.8,-2.62,20683.93,50399.525
002409.SZ,20170104,24.15,24.25,23.68,23.95,24.15,-0.83,21387.26,51027.951
002409.SZ,20170105,24.04,25.19,23.97,24.64,23.95,2.88,34451.2,85104.227
002409.SZ,20170106,24.51,24.93,24.2,24.44,24.64,-0.81,16427.18,40197.075
002409.SZ,20170109,24.2,24.9,24.2,24.3,24.44,-0.57,21253.41,52083.625
002409.SZ,20170110,24.3,24.49,24.2,24.3,24.3,0.0,14245.14,34623.485
002409.SZ,20170111,24.3,24.54,24.06,24.22,24.3,-0.33,6671.04,16203.009
002409.SZ,20170112,24.13,24.35,22.61,22.65,24.22,-6.48,26947.74,63085.546
002409.SZ,20170113,22.96,22.96,21.73,21.73,22.65,-4.06,21213.94,47100.355
002409.SZ,20170116,21.73,21.8,20.11,21.5,21.73,-1.06,15764.05,33268.813
002409.SZ,20170117,21.5,22.28,20.15,22.01,21.5,2.37,20330.07,44203.397
002409.SZ,20170118,22.01,22.8,22.0,22.48,22.01,2.14,17343.12,38836.659
002409.SZ,20170119,22.48,22.48,22.12,22.3,22.48,-0.8,5861.78,13069.891
002409.SZ,20170120,22.48,22.6,22.23,22.32,22.3,0.09,9595.22,21477.113
002409.SZ,20170123,22.36,22.57,21.83,22.22,22.32,-0.45,10368.48,22927.168
002409.SZ,20170124,21.99,22.15,21.75,22.1,22.22,-0.54,4589.0,10060.657
002409.SZ,20170125,21.76,22.38,21.75,22.16,22.1,0.27,5209.31,11560.733
002409.SZ,20170126,22.18,22.38,22.03,22.23,22.16,0.32,2899.0,6458.953
002409.SZ,20170203,22.23,23.15,22.2,22.55,22.23,1.44,9583.77,21799.901
002409.SZ,20170206,22.4,23.1,22.4,22.98,22.55,1.91,12458.12,28571.583
002409.SZ,20170207,22.98,23.62,22.88,23.37,22.98,1.7,22104.27,51748.146
002409.SZ,20170208,23.37,23.8,23.07,23.71,23.37,1.45,10137.0,23779.162
002409.SZ,20170209,23.71,23.85,23.38,23.6,23.71,-0.46,22419.86,52735.435
002409.SZ,20170210,23.6,24.05,23.41,23.8,23.6,0.85,14212.75,33851.506
002409.SZ,20170213,23.7,23.8,23.38,23.59,23.8,-0.88,14566.93,34279.433
002409.SZ,20170214,23.59,23.59,23.15,23.39,23.59,-0.85,8754.8,20448.168
002409.SZ,20170215,23.4,23.51,22.68,22.79,23.39,-2.57,14432.63,33152.224
002409.SZ,20170216,22.8,23.02,22.64,22.71,22.79,-0.35,9649.06,22031.552
002409.SZ,20170217,22.78,23.23,22.76,22.98,22.71,1.19,9835.98,22603.791
002409.SZ,20170220,23.1,23.19,22.48,22.6,22.98,-1.65,15136.0,34413.803
002409.SZ,20170221,22.77,22.95,22.6,22.77,22.6,0.75,16557.13,37670.359
002409.SZ,20170222,22.82,22.9,22.5,22.67,22.77,-0.44,19027.18,43127.898
002409.SZ,20170223,22.67,22.97,22.61,22.91,22.67,1.06,12221.26,27927.239
002409.SZ,20170224,22.92,23.1,22.02,22.2,22.91,-3.1,22946.19,51547.321
002409.SZ,20170227,22.44,22.44,21.88,21.96,22.2,-1.08,20216.71,44785.875
002409.SZ,20170228,21.85,22.41,21.71,22.29,21.96,1.5,18134.1,40086.934
002409.SZ,20170301,22.3,22.46,22.06,22.08,22.29,-0.94,17298.71,38590.233
002409.SZ,20170302,22.12,23.06,22.12,22.8,22.08,3.26,25585.83,57940.121
002409.SZ,20170303,22.81,23.48,22.8,23.3,22.8,2.19,21554.81,50029.965
